IdDocumentoCONPES,Titulo,Numero,FechaAprobacion,URL,URLPAS,URLOtros
4877,Política de Transición Energética,4075,2022-03-29,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4075.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/Anexo A. PAS 4075.xlsx,
4880,"Declaración de Importancia Estratégica Regional del Proyecto de Inversión Estudios, Diseños a Detalle, y Construcción de Obras de Protección y Dinámicas Hidráulicas en los Departamentos de Sucre, Córdoba, Bolívar, y Antioquia, y del Proyecto (...)",4076,2022-03-29,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4076.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/Anexo A. PAS 4076.xlsx,"|https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/Anexo E. Carta Gobernaciones de Antioquia, Bolivar y Sucre 4076.pdf"
4869,Declaración de importancia estratégica del Proyecto Fortalecimiento y modernización tecnológica de la policía judicial de la Fiscalía General de la Nación para la investigación penal a nivel nacional,4073,2022-03-22,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4073.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/Anexo A. PAS 4073.xlsx,
4868,"Concepto favorable a la nación para contratar empréstitos externos de libre destinación y rápido desembolso, con entidades financieras internacionales, organismos multilaterales, entidades de fomento y gobiernos, hasta por la suma de USD 3.000 millones, o",4072,2022-03-14,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4072.pdf,,
4864,Declaración de Importancia Estratégica del Proyecto de Inversión: Actualización y Gestión Catastral Nacional,4071,2022-01-24,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4071.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/Anexo A. PAS 4071.xlsx,
4852,Reajuste de avalúos catastrales para la vigencia 2022,4066,2021-12-20,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4066.pdf,,
4853,Estrategia para Fortalecer el Uso de los Mecanismos de Pago por Resultados en Programas Sociales y Declaración de Importancia Estratégica del Proyecto Fortalecimiento de la Gestión de Oferta para la Superación de la Pobreza,4067,2021-12-20,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4067.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/Anexo A. PAS 4067.xlsx,
4855,"Política Nacional de Lectura, Escritura, Oralidad y Bibliotecas Escolares",4068,2021-12-20,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4068.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/Anexo A. PAS 4068.xlsx,
4857,Política Nacional de Ciencia Tecnología e Innovación,4069,2021-12-20,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4069.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/Anexo A. PAS 4069.xlsx,
4859,Lineamientos de Política para la Implementación de un Modelo de Estado Abierto,4070,2021-12-20,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4070.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/Anexo A. PAS 4070.xlsx,
4847,"Declaración de Importancia Estratégica del Proyecto de Inversión Fortalecimiento de los Sistemas Integrados de Emergencia y Seguridad SIES a Nivel Nacional para la Adquisición de Nuevas Tecnologías para el Apoyo a la Actividad Policial, la Ampliación ",4064,2021-12-07,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4064.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/Anexo A. PAS 4064.xlsx,
4849,"Distribución de los Excedentes Financieros de los Establecimientos Públicos y de las Empresas Industriales y Comerciales del Estado No Societarias del Orden Nacional, al 31 de diciembre de 2020",4065,2021-12-07,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4065.pdf,,
4834,Declaración de importancia estratégica del Programa de Agua Potable y Alcantarillado para el departamento de La Guajira,4059,2021-11-29,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4059.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/Anexo A. PAS 4059.xlsx,
4838,"Declaración de importancia estratégica del Proyecto mejoramiento de la capacidad instalada asociada a la prestación de servicios de salud nacional para la construcción, equipamiento fijo y dotación del Hospital del Golfo de Morrosquillo",4061,2021-11-29,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4061.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/Anexo A. PAS 4061.xlsx,
4840,Política para el Desarrollo de Proyectos de Infraestructura de Transporte Sostenible: Quinta Generación de Concesiones Bajo el Esquema de Asociación Público Privada – Concesiones del Bicentenario,4060,2021-11-29,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4060.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/Anexo A. PAS 4060.xlsx,
4842,Política Nacional de Propiedad Intelectual,4062,2021-11-29,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4062.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/Anexo A. PAS 4062.xlsx,
4845,Política Pública de Garantías y Respeto a la Labor de Defensa de los Derechos Humanos y el Liderazgo Social,4063,2021-11-29,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4063.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/Anexo A. PAS 4063.xlsx,
4828,Política pública para reducir las condiciones de riesgo de desastres y adaptarse a los fenómenos de variabilidad climática,4058,2021-10-27,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4058.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/PAS 4058.xlsx,
4825,"Concepto favorable a la Nación para contratar un empréstito externo con la banca multilateral hasta por USD 80 millones, o su equivalente en otras monedas, destinado al financiamiento parcial de apropiaciones presupuestales del Ministerio de Educación",4057,2021-10-22,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4057.pdf,,|https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4057_Fe de erratas.pdf
4816,Declaración de Importancia Estratégica del Proyecto de Inversión Apoyo Financiero para Facilitar el Acceso a los Servicios de Agua Potable y Manejo de Aguas Residuales a Nivel Nacional para la Ejecución del Programa Implementación de la Fase I del Plan,4053,2021-10-08,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4053.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/PAS 4053.xlsx,
4818,Declaración de Importancia Estratégica del Proyecto Saneamiento de Vertimientos en Cuencas Priorizadas del Territorio Nacional – Saneamiento de Vertimientos de la Cuenta Otún-Consota,4054,2021-10-08,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4054.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/PAS 4054.xlsx,
4820,Declaración de Importancia Estratégica del Proyecto de Inversión Apoyo para Fomentar el Acceso con Calidad a la Educación Superior a través de Incentivos a la Demanda en Colombia para Financiar las Cohortes 2021-2022 del Programa Generación E,4055,2021-10-08,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4055.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/PAS 4055.xlsx,
4822,"Declaración de Importancia Estratégica del Proyecto de Inversión Construcción, Mejoramiento, y Dotación de Espacios de Aprendizaje para la Prestación del Servicio Educativo e Implementación de Estrategias de Calidad y Cobertura Nacional.",4056,2021-10-08,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4056.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/PAS 4056.xlsx,
4801,Lineamientos de Política de Riesgo Contractual del Estado para Proyectos de Sistemas Férreos de Carga con Participación Privada en el País,4047,2021-09-27,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4047.pdf,,
4802,"Política Pública para el Desarrollo del Distrito Especial de Santa Cruz de Mompox, Patrimonio Turístico, Cultural e Histórico de Colombia, a través del Impulso de sus Condiciones Características ",4046,2021-09-27,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4046.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/PAS 4046.xlsx,
4803,Declaración de Importancia Estratégica del Proyecto Incremento del Valor por Dinero que Obtiene el Estado en la Compra Pública Nacional ,4048,2021-09-27,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4048.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/PAS 4048.xlsx,
4805,Declaración de Importancia Estratégica del Proyecto de Inversión Contribución con Acciones de Promoción y Prevención en el Componente de Alimentación y Nutrición para la Población Colombiana a Nivel Nacional,4049,2021-09-27,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4049.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/PAS 4049.xlsx,
4807,Política para la Consolidación del Sistema Nacional de Áreas Protegidas SINAP,4050,2021-09-27,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4050.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/PAS 4050.xlsx,
4809,Política Pública para el Desarrollo de la Economía Solidaria,4051,2021-09-27,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4051.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/PAS 4051.xlsx,
4824,​Política para la Sostenibilidad de la Caficultura Colombiana,4052,2021-09-27,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4052.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/PAS 4052.xlsx,
4795,"Declaración de importancia estratégica de los proyectos de inversión relacionados con la Política Pública de Catastro Multipropósito: Actualización y Gestión Catastral Nacional, e Implementación del Sistema Nacional Catastral Multipropósito Desde el De",4044,2021-09-03,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4044.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/PAS 4044.xlsx,
4797,"Concepto favorable a la Nación para contratar un crédito externo con la banca multilateral hasta por USD 30 millones, o su equivalente en otras monedas, destinado a financiar el Programa de Transformación Digital de la Contraloría General de la República",4045,2021-09-03,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4045.pdf,,
4788,Declaración de importancia estratégica del proyecto de inversión Mejoramiento e Integración de la Información en la Gestión Financiera Pública Nacional,4041,2021-08-09,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4041.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/PAS 4041.xlsx,
4790,"Política Nacional Antilavado de Activos, Contra la Financiación del Terrorismo y Contra la Financiación de la Proliferación de Armas de Destrucción Masiva",4042,2021-08-09,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4042.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/PAS 4042.xlsx,
4792,​Pacto Colombia con las Juventudes: ​Estrategia para Fortalecer el Desarrollo Integral de la Juventud,4040,2021-08-09,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4040.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/PAS 4040.xlsx,
4784,"Declaración de importancia estratégica del proyecto del Programa Vías para conectar territorios, el crecimiento sostenible y la reactivación",4039,2021-07-26,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4039.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/PAS 4039.xlsx,
4780,"Declaración de importancia estratégica del proyecto Apoyo al desarrollo de proyectos a través del fondo regional para los contratos plan, ahora pactos territoriales",4037,2021-07-19,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4037.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/PAS 4037.xlsx,|https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4037_Fe de erratas.pdf
4782,Declaración de importancia estratégica del proyecto Mejoramiento de la Capacidad Instalada Asociada a la Prestación de Servicios de Salud Nacional que permita la construcción y dotación del Hospital Regional de Alta Complejidad Carolina Larrarte - Nues,4038,2021-07-19,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4038.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/PAS 4038.xlsx,
4861,Marco de Gasto de Mediano Plazo 2022-2025,4035,2021-07-14,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4035.pdf,,
4862,"Plan Operativo Anual de Inversiones, Vigencia 2022",4036,2021-07-14,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4036.pdf,,
4779,Apoyo del Gobierno Nacional a la actualización del Programa Integral de Movilidad de la Región Bogotá-Cundinamarca (PIMRC),4034,2021-07-11,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4034.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/PAS 4034.xlsx,
4867,Meta de Balance Primario y Nivel de Deuda del Sector Público No Financiero (SPNF) para 2022,4033,2021-06-13,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4033.pdf,,
4772,Declaración de Importancia Estratégica de la Fase I del Proyecto Ministerios (Manzana 6),4032,2021-06-11,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4032.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/PAS 4032.xlsx,
4774,Política Nacional de Atención y Reparación Integral a Las Víctimas​​,4031,2021-06-11,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4031.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/PAS 4031.xlsx,
4771,"Concepto favorable a la Nación para contratar empréstitos externos de libre destinación y rápido desembolso, entre estos, líneas de crédito contingentes ante la ocurrencia de desastres de origen natural, con entidades financieras internacionales, organ",4030,2021-06-04,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4030.pdf,,
4765,"Instrucciones a los representantes de la Nación y sus entidades para la destinación de utilidades de las empresas industriales y comerciales del estado societarias y las sociedades de economía mixta del orden nacional, con corte a 31 de diciembre de 2020",4029,2021-03-26,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4029.pdf,,|https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4029_Adenda.pdf
4763,Lineamientos de política de riesgo contractual del Estado para proyectos de infraestructura en vías fluviales y canales navegables con participación privada,4028,2021-03-16,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4028.pdf,,
4764,"Concepto favorable a la Nación para contratar un empréstito externo con la banca multilateral hasta por USD 100 millones, o su equivalente en otras monedas, destinado a financiar el Programa de Vivienda Resiliente e Incluyente en Colombia ",4027,2021-03-16,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4027.pdf,,
4758,"Concepto favorable a la Nación para contratar una operación de crédito público externo con la banca multilateral hasta por USD 100 Millones, o su equivalente en otras monedas, destinados a financiar el Programa para la Transformación Digital de la Justici",4024,2021-03-08,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4024.pdf,,
4759,"Declaración de Importancia Estratégica del Proyecto Construcción del Aeropuerto del Café - Etapa I, Palestina ",4026,2021-03-08,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4026.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/PAS 4026.xlsx,
4761,"Concepto favorable a la Nación para contratar un empréstito externo con la banca multilateral hasta por USD 15 millones, o su equivalente en otras monedas destinado a financiar el Programa para la Consolidación de Esquemas de Participación Privada en Infr",4025,2021-03-08,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4025.pdf,,
4753,"Política para la reactivación, la repotenciación y el crecimiento sostenible e incluyente: Nuevo compromiso por el futuro de Colombia",4023,2021-02-11,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4023.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/PAS 4023.xlsx,
4743,Reajuste de avalúos catastrales para la vigencia 2021,4020,2020-12-21,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4020.pdf,,
4747,Política Nacional para el Control de la Deforestación y la Gestión Sostenible de los Bosques,4021,2020-12-21,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4021.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/PAS 4021.xlsx,
4741,Declaración de importancia estratégica del proyecto Saneamiento de Vertimientos en Cuencas Priorizadas del Territorio Nacional – Saneamiento de Vertimientos de la Cuenca Otún-Consota.,4019,2020-12-18,https://colaboracion.dnp.gov.co/CDT/Conpes/En elaboración/4019.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/En elaboración/PAS 4019.xlsx,
4736,Declaración de importancia estratégica del proyecto Sistema Estratégico de Transporte Público (SETP) de Ibagué ,4017,2020-12-10,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4017.pdf,,
4738,Declaración de importancia estratégica del proyecto Implementación Sistema Integrado de Transporte Masivo de Cali,4018,2020-12-10,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4018.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/PAS 4018.xlsx,
4734,"Concepto favorable a la Nación para contratar un empréstito externo con la banca multilateral hasta por USD 15 millones, o su equivalente en otras monedas, destinado a financiar el Programa de Apoyo a la Implementación de la Nueva Política Nacional Logíst",4015,2020-12-04,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4015.pdf,,
4735,"Distribución de los excedentes financieros de los establecimientos públicos y de las empresas industriales y comerciales del Estado no societarias del orden nacional, al 31 de diciembre de 2019.",4016,2020-12-04,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4016.pdf,,
4723,Política Nacional de Emprendimiento,4011,2020-11-30,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4011.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/PAS 4011.xlsx,
4725,Política Nacional de Comercio Electrónico,4012,2020-11-30,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4012.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/PAS 4012.xlsx,
4729,"	Declaración de importancia estratégica del Compromiso por Colombia: Programa Vías para la Legalidad y la Reactivación, Visión 2030",4010,2020-11-30,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4010.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/PAS 4010.xlsx,
4730,Declaración de importancia estratégica del proyecto de inversión Apoyo para Fomentar el acceso con calidad a la educación superior a través de incentivos a la demanda en Colombia ,4013,2020-11-30,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4013.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/PAS 4013.xlsx,
4717,Estrategia para el fortalecimiento de la Gobernanza en el Sistema de Administración del Territorio,4007,2020-10-26,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4007.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/PAS 4007.xlsx,
4719,Política Nacional de Información para la Gestión Financiera Pública ,4008,2020-10-26,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4008.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/PAS 4008.xlsx,
4712,Economía circular en la gestión de los servicios de agua potable y manejo de aguas residuales,4004,2020-09-28,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4004.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/PAS 4004.xlsx,
4714,Política Nacional de Inclusión y Educación Financiera.,4005,2020-09-28,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4005.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/PAS 4005.xlsx,
4716,"Concepto favorable a la Nación para contratar un empréstito externo con la banca multilateral hasta por USD 50 millones, o su equivalente en otras monedas, destinado a financiar el programa para desarrollar habilidades del siglo 21 en la adolescencia y la",4006,2020-09-28,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4006.pdf,,
4705,"Modificación del Documento CONPES 3897 “Modificación del Documento CONPES 3848 Importancia estratégica del programa de cobertura condicionada de tasa de interés para créditos de vivienda no VIS, Frech no VIS”",4002,2020-08-25,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4002.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/PAS 4002.xlsx,
4695,Lineamientos de política de riesgo contractual del Estado para proyectos aeroportuarios con participación privada,4000,2020-08-05,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4000.pdf,,
4696,Declaración de importancia estratégica del Proyecto nacional acceso universal a las tecnologías de la información y las comunicaciones en zonas rurales o apartadas,4001,2020-08-05,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/4001.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/PAS 4001.xlsx,
4701,"Estrategia de respuesta inicial ante los efectos de la pandemia del COVID-19 sobre la salud pública, los hogares, el aparato productivo y las finanzas públicas",3999,2020-08-05,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/3999.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/PAS 3999.xlsx,|https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/Fe de erratas 3999.pdf
4762,Meta de balance primario y nivel de deuda del sector público no financiero (SPNF) para 2021,3994,2020-07-26,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/3994.pdf,,
4745,Marco de Gasto de Mediano Plazo 2021 - 2024,3997,2020-07-14,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/3997.pdf,,
4746,"Plan Operativo Anual de Inversiones, vigencia 2021",3998,2020-07-14,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/3998.pdf,,
4692,Política Nacional de Confianza y Seguridad Digital,3995,2020-07-01,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/3995.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/PAS 3995.xlsx,
4694,Lineamientos de política para la aplicación e implementación de la contribución nacional de valorización como fuente de pago para la infraestructura nacional,3996,2020-07-01,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/3996.pdf,,
4690,Concepto favorable para el Programa de Apoyo a la Modernización de la Dirección de Impuestos y Aduanas Nacionales (DIAN) ,3993,2020-06-12,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/3993.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/Anexo A. PAS 3993.xlsx,
4681,Política Nacional de Movilidad Urbana y Regional,3991,2020-04-14,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/3991.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/Anexo A. PAS 3991.xlsx,
4685,Estrategia para la Promoción de la Salud Mental en Colombia,3992,2020-04-14,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/3992.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/Anexo A. PAS 3992.xlsx,
4678,Tecnologías para Aprender: Política nacional para impulsar la innovación en las prácticas educativas a través de las tecnologías digitales,3988,2020-03-31,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/3988.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/Anexo A. PAS 3988.xlsx,
4680,"Concepto favorable a la Nación para contratar un empréstito externo con la banca multilateral hasta por la suma de USD 50 millones, o su equivalente en otras monedas, destinado al financiamiento del Programa de Agua Potable y Saneamiento en La Guajira",3989,2020-03-31,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/3989.pdf,,
4687,Colombia potencia bioceánica sostenible 2030,3990,2020-03-31,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/3990.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/Anexo A. PAS 3990.xlsx,
4677,"Instrucciones a los representantes de la Nación y sus entidades para la destinación de utilidades de las empresas industriales y comerciales del Estado societarias y las sociedades de economía mixta del orden nacional, con corte a 31 de diciembre de 2019",3987,2020-03-25,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/3987.pdf,,
4674,Determinación de los montos asociados al pasivo pensional y prestacional de Electricaribe S.A. E.S.P y del pasivo asociado al fondo empresarial de la Superintendencia de Servicios Públicos Domiciliarios,3985,2020-03-12,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/3985.pdf,,
4675,Estrategia para la implementación del mecanismo de compensación del impuesto a las ventas (IVA) a favor de la población más pobre y vulnerable,3986,2020-03-12,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/3986.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/PAS_3986.xlsx,
4669,"Extensión de la vigencia de la medida correctiva de asunción temporal de la competencia de la prestación de los servicios de salud, educación, alimentación escolar y agua potable y saneamiento básico en el departamento de La Guajira",3984,2020-02-20,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/3984.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/Anexo B. Informe de evaluación salud.pdf,|https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/Anexo C. Informe de evaluación educación.pdf|https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/Anexo D. Informe de evaluación alimentación escolar.pdf|https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/Anexo E. Informe de evaluación agua y saneamiento básico.pdf
4652,Política de Desarrollo Espacial: condiciones habilitantes para el impulso de la competitividad nacional ,3983,2020-01-13,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/3983.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/PAS_3983.xlsx,
4660,Política Nacional Logística,3982,2020-01-13,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/3982.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/PAS_3982.xlsx,
4646,"Declaración de importancia estratégica del proyecto ""Capacitación de Recursos Humanos para la Investigación Nacional""",3981,2019-12-23,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/3981.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/Anexo A. Plan de Acción y Seguimiento_3981.xlsx,
4645,Reajuste avalúos catastrales vigencia 2020,3980,2019-12-20,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/3980.pdf,,
4643,"Distribución de los excedentes de los establecimientos públicos y las empresas industriales y comerciales del Estado no societarias del orden nacional, al 31 de diciembre de 2018",3979,2019-12-13,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/3979.pdf,,
4639,"Modificación del Documento CONPES 3959 Instrucciones a los representantes de la nación y sus entidades para destinación de utilidades de las EICE societarias y SEM del orden nacional, con corte a 31 de diciembre de 2018",3978,2019-12-09,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/3978.pdf,,
4640,"Declaración importancia estratégica Programa Cobertura a Tasa de Interés, Programa Mi Casa Ya y Semillero de Propietarios ",3977,2019-12-09,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/3977.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/2019-12-09_Anexo A. PAS Documento CONPES Vivienda_VPublicación.xlsx,
4638,"Concepto favorable Nación para contratar empréstitos externos con la banca multilateral hasta por USD 300 millones, destinados al financiamiento del ""Programa para mejorar la sostenibilidad del sistema de salud en Colombia con enfoque inclusivo""",3976,2019-12-02,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/3976.pdf,,
4635,Política Nacional para la Transformación Digital e Inteligencia Artificial,3975,2019-11-08,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/3975.pdf,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/Anexo A. PAS Documento CONPES 3975.xlsx,
4633,"Concepto favorable a la nación para contratar un empréstito externo con la banca multilateral hasta por USD 24 millones, o su equivalente en otras monedas, destinado a financiar el programa de apoyo a la diversificación e internacionalización (...)",3973,2019-10-18,https://colaboracion.dnp.gov.co/CDT/Conpes/Económicos/3973.pdf,,
